ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,Designation,MonthlyIncome,TotalVisiting
0,46.0,Company Invited,3,2.1972245773362196,Salaried,4.0,Deluxe,3.0,Married,6.0,0,1,1,Manager,10.078784494393119,7.0
0,37.0,Self Enquiry,1,2.1972245773362196,Salaried,4.0,Deluxe,4.0,Married,6.0,1,4,0,Manager,10.151908911034607,5.0
0,44.0,Company Invited,3,2.1972245773362196,Salaried,4.0,Deluxe,3.0,Married,3.0,0,3,1,Manager,10.100410324207255,7.0
0,28.0,Company Invited,1,2.4849066497880004,Salaried,4.0,Basic,3.0,Unmarried,2.0,1,1,1,Executive,9.954988325398531,5.0
0,30.0,Company Invited,1,3.295836866004329,Small Business,4.0,Basic,3.0,Married,3.0,0,3,1,Executive,10.020826044953361,5.0
0,33.0,Company Invited,3,2.833213344056216,Small Business,4.0,Deluxe,3.0,Unmarried,2.0,0,3,1,Manager,10.057323897250996,6.0
0,43.0,Company Invited,1,2.833213344056216,Large Business,4.0,Basic,3.0,Married,5.0,0,4,1,Executive,9.98109653186311,4.0
0,48.0,Self Enquiry,1,2.772588722239781,Salaried,4.0,Basic,3.0,Unmarried,6.0,0,3,1,Executive,9.941890623819074,5.0
0,47.0,Self Enquiry,1,2.1972245773362196,Salaried,4.0,Standard,3.0,Married,5.0,0,1,1,Senior Manager,10.213028959340802,5.0
0,29.0,Company Invited,2,1.9459101490553132,Salaried,4.0,Basic,3.0,Married,3.0,0,4,0,Executive,9.970398257818754,5.0
0,30.0,Self Enquiry,1,3.5263605246161616,Salaried,6.0,Deluxe,3.0,Married,2.0,0,5,1,Manager,10.129108033725231,7.0
0,43.0,Self Enquiry,1,2.70805020110221,Salaried,4.0,Basic,3.0,Unmarried,6.0,0,1,1,Executive,10.027738514873985,5.0
1,33.0,Self Enquiry,3,2.1972245773362196,Small Business,5.0,Deluxe,4.0,Unmarried,2.0,1,1,1,Manager,10.260637383698072,4.0
0,47.0,Self Enquiry,3,2.302585092994046,Large Business,2.0,Super Deluxe,5.0,Married,4.0,0,3,1,AVP,10.370455328238235,4.0
0,28.0,Self Enquiry,3,3.4011973816621555,Small Business,5.0,Deluxe,3.0,Married,3.0,0,1,1,Manager,10.008658050141667,5.0
0,30.0,Self Enquiry,2,2.5649493574615367,Small Business,5.0,Basic,4.0,Married,3.0,0,3,1,Executive,9.974970654157993,5.0
0,44.0,Self Enquiry,1,2.5649493574615367,Small Business,5.0,King,3.0,Married,3.0,0,3,1,VP,10.399231263877141,5.0
0,49.0,Self Enquiry,1,2.833213344056216,Salaried,5.0,King,3.0,Married,6.0,0,3,1,VP,10.399231263877141,6.0
1,30.0,Company Invited,1,3.4339872044851463,Salaried,5.0,Basic,3.0,Unmarried,3.0,1,3,1,Executive,9.957833682276242,7.0
1,47.0,Self Enquiry,3,2.833213344056216,Salaried,4.0,Standard,4.0,Married,7.0,0,1,0,Senior Manager,10.165544077348937,7.0
0,28.0,Company Invited,1,3.091042453358316,Salaried,5.0,Basic,5.0,Married,2.0,0,4,1,Executive,10.062711058084105,5.0
0,40.0,Self Enquiry,1,3.258096538021482,Salaried,4.0,Deluxe,3.0,Married,2.0,0,5,1,Manager,10.024819837703653,4.0
0,56.0,Self Enquiry,1,2.1972245773362196,Large Business,5.0,Basic,3.0,Married,2.0,0,5,0,Executive,9.968338524855744,5.0
0,29.0,Self Enquiry,3,2.302585092994046,Small Business,4.0,Basic,4.0,Married,3.0,0,1,1,Executive,9.977388360375663,5.0
1,31.0,Self Enquiry,3,2.5649493574615367,Small Business,4.0,Basic,3.0,Unmarried,3.0,0,5,0,Executive,9.891364362733817,4.0
1,23.0,Self Enquiry,1,2.6390573296152584,Salaried,4.0,Basic,4.0,Unmarried,3.0,1,3,1,Executive,9.959395184474424,5.0
0,37.0,Self Enquiry,3,2.833213344056216,Large Business,5.0,Deluxe,3.0,Married,3.0,1,1,1,Manager,10.100328195429285,7.0
0,32.0,Self Enquiry,1,3.295836866004329,Salaried,4.0,Deluxe,3.0,Married,3.0,0,5,0,Manager,10.037799890143722,4.0
0,35.0,Self Enquiry,3,2.3978952727983707,Salaried,4.0,Standard,3.0,Married,4.0,1,4,0,Senior Manager,10.253827472516985,7.0
0,30.0,Self Enquiry,1,2.6390573296152584,Salaried,4.0,Basic,5.0,Unmarried,5.0,0,4,0,Executive,9.939819481783518,4.0
0,38.0,Self Enquiry,1,2.6390573296152584,Small Business,4.0,Deluxe,5.0,Married,7.0,1,3,0,Manager,10.041595954653758,5.0
0,36.0,Self Enquiry,1,3.1354942159291497,Salaried,5.0,Deluxe,4.0,Married,2.0,1,1,1,Manager,10.06330784398357,5.0
0,46.0,Self Enquiry,1,3.4657359027997265,Salaried,5.0,Deluxe,3.0,Married,2.0,0,4,0,Manager,10.109851103810321,5.0
0,37.0,Company Invited,2,2.1972245773362196,Salaried,5.0,Deluxe,3.0,Unmarried,3.0,0,3,1,Manager,10.024110994859866,5.0
0,41.0,Self Enquiry,1,1.9459101490553132,Salaried,4.0,Super Deluxe,5.0,Married,4.0,0,3,1,AVP,10.399231263877141,5.0
0,27.0,Self Enquiry,1,1.9459101490553132,Salaried,5.0,Basic,3.0,Married,3.0,1,4,0,Executive,9.980957723303026,4.0
0,28.0,Self Enquiry,3,2.1972245773362196,Small Business,2.0,Deluxe,3.0,Unmarried,2.0,0,1,0,Manager,10.133725876326205,5.0
0,49.0,Company Invited,1,3.367295829986474,Small Business,4.0,Super Deluxe,3.0,Married,3.0,0,5,0,AVP,10.399231263877141,4.0
0,45.0,Self Enquiry,1,1.9459101490553132,Salaried,2.0,Deluxe,5.0,Married,4.0,0,3,1,Manager,10.073694354466978,7.0
1,35.0,Company Invited,1,3.1354942159291497,Large Business,6.0,Basic,5.0,Married,3.0,1,3,1,Executive,9.951563175767692,4.0
1,57.0,Self Enquiry,1,3.4339872044851463,Salaried,4.0,Basic,3.0,Unmarried,3.0,0,3,0,Executive,9.964817807687734,5.0
0,37.0,Self Enquiry,3,3.1780538303479458,Small Business,5.0,Deluxe,4.0,Married,4.0,0,4,1,Manager,10.093487885257083,4.0
0,42.0,Self Enquiry,3,2.70805020110221,Small Business,4.0,Deluxe,4.0,Married,7.0,0,3,1,Manager,10.046331696565609,5.0
0,43.0,Self Enquiry,1,2.5649493574615367,Small Business,4.0,Standard,5.0,Married,2.0,0,3,1,Senior Manager,10.374303351882421,4.0
0,32.0,Self Enquiry,3,2.833213344056216,Small Business,4.0,Deluxe,3.0,Married,4.0,1,1,0,Manager,10.137016983402756,4.0
0,35.0,Self Enquiry,3,2.302585092994046,Small Business,5.0,Deluxe,3.0,Married,5.0,1,3,0,Manager,10.195447959847472,5.0
0,32.0,Self Enquiry,1,2.3978952727983707,Small Business,2.0,Basic,3.0,Married,2.0,0,5,1,Executive,10.028179996493446,7.0
0,27.0,Company Invited,1,2.5649493574615367,Salaried,2.0,Basic,3.0,Married,2.0,0,4,1,Executive,9.962793658433535,6.0
0,46.0,Company Invited,1,1.9459101490553132,Small Business,4.0,Deluxe,3.0,Unmarried,6.0,0,1,1,Manager,10.089012306943829,5.0
0,34.0,Self Enquiry,3,2.833213344056216,Small Business,4.0,Deluxe,3.0,Unmarried,3.0,0,1,0,Manager,10.092660584279184,4.0
0,29.0,Company Invited,3,1.9459101490553132,Salaried,5.0,Deluxe,3.0,Married,3.0,1,1,0,Manager,10.146904208689893,4.0
1,30.0,Company Invited,3,2.5649493574615367,Large Business,2.0,Basic,5.0,Unmarried,3.0,0,3,1,Executive,9.891870333195937,5.0
0,40.0,Company Invited,3,3.332204510175204,Salaried,6.0,Deluxe,3.0,Married,8.0,0,5,0,Manager,10.102912017229745,4.0
0,28.0,Self Enquiry,1,2.1972245773362196,Large Business,4.0,Basic,4.0,Married,3.0,0,4,1,Executive,9.947695807200448,5.0
0,35.0,Company Invited,1,3.367295829986474,Salaried,5.0,Deluxe,3.0,Married,3.0,1,1,1,Manager,10.103362476910984,4.0
1,29.0,Self Enquiry,3,2.995732273553991,Small Business,4.0,Deluxe,3.0,Unmarried,5.0,1,5,1,Manager,10.258781543397928,5.0
0,48.0,Company Invited,1,3.044522437723423,Large Business,4.0,Deluxe,4.0,Married,2.0,0,3,0,Manager,10.091832598307642,7.0
0,57.0,Self Enquiry,3,2.8903717578961645,Small Business,5.0,Deluxe,5.0,Married,6.0,0,5,0,Manager,10.088222860554017,5.0
0,40.0,Self Enquiry,1,2.772588722239781,Small Business,4.0,Deluxe,5.0,Married,3.0,0,4,1,Manager,10.078658605301241,4.0
0,39.0,Company Invited,1,2.70805020110221,Small Business,5.0,Deluxe,4.0,Married,3.0,1,1,1,Manager,9.94323697205341,4.0
0,59.0,Self Enquiry,3,3.332204510175204,Salaried,4.0,Super Deluxe,3.0,Married,3.0,1,5,1,AVP,10.399231263877141,5.0
1,33.0,Company Invited,1,2.4849066497880004,Salaried,2.0,Basic,3.0,Unmarried,5.0,1,1,0,Executive,9.957502140842367,5.0
0,39.0,Self Enquiry,1,2.772588722239781,Salaried,4.0,Basic,3.0,Married,4.0,0,1,1,Executive,10.062583129041906,6.0
0,50.0,Company Invited,1,2.1972245773362196,Salaried,4.0,King,3.0,Married,3.0,0,3,1,VP,10.399231263877141,4.0
0,43.0,Self Enquiry,3,2.9444389791664403,Small Business,4.0,Deluxe,3.0,Married,5.0,1,1,0,Manager,10.07596918904811,5.0
1,28.0,Company Invited,2,3.367295829986474,Salaried,5.0,Basic,4.0,Married,3.0,0,1,1,Executive,9.977713374888099,4.0
0,36.0,Self Enquiry,3,3.2188758248682006,Small Business,4.0,Deluxe,5.0,Married,2.0,0,3,0,Manager,9.943765399034698,5.0
0,29.0,Company Invited,1,3.1354942159291497,Small Business,4.0,Basic,3.0,Unmarried,3.0,0,3,0,Executive,9.943765399034698,4.0
0,32.0,Company Invited,1,2.302585092994046,Small Business,4.0,Basic,5.0,Married,3.0,1,1,0,Executive,9.987047145635058,4.0
0,37.0,Company Invited,1,2.772588722239781,Salaried,2.0,Basic,4.0,Married,3.0,0,5,1,Executive,9.97524991876302,5.0
0,35.0,Self Enquiry,3,1.9459101490553132,Small Business,4.0,Standard,3.0,Unmarried,3.0,0,5,1,Senior Manager,10.259972478422574,4.0
0,35.0,Self Enquiry,3,2.995732273553991,Small Business,4.0,Standard,3.0,Married,3.0,0,1,1,Senior Manager,10.214861737244696,5.0
0,27.0,Self Enquiry,1,1.9459101490553132,Small Business,4.0,Basic,5.0,Unmarried,2.0,0,5,1,Executive,9.977899050049938,7.0
0,30.0,Self Enquiry,1,1.9459101490553132,Salaried,4.0,Deluxe,5.0,Married,2.0,0,3,1,Manager,10.087931854711062,4.0
0,33.0,Company Invited,1,3.091042453358316,Small Business,4.0,Deluxe,3.0,Married,7.0,0,3,0,Manager,10.14033675090645,5.0
0,32.0,Company Invited,1,1.9459101490553132,Salaried,6.0,Deluxe,5.0,Married,3.0,0,1,1,Manager,10.072428317836021,5.0
1,29.0,Self Enquiry,1,3.1780538303479458,Large Business,5.0,Basic,3.0,Married,7.0,0,3,0,Executive,9.95441828120467,5.0
0,39.0,Self Enquiry,3,1.9459101490553132,Salaried,5.0,Basic,5.0,Unmarried,6.0,0,3,0,Executive,9.977481232444454,5.0
0,36.0,Self Enquiry,3,2.6390573296152584,Salaried,4.0,Deluxe,3.0,Married,3.0,1,4,1,Manager,10.08088031609333,5.0
0,28.0,Self Enquiry,3,2.772588722239781,Small Business,4.0,Deluxe,3.0,Unmarried,3.0,0,1,0,Manager,10.033769922799051,5.0
0,33.0,Self Enquiry,1,2.4849066497880004,Salaried,5.0,Deluxe,3.0,Unmarried,2.0,0,1,0,Manager,10.252629192258004,5.0
1,32.0,Company Invited,3,3.4965075614664802,Small Business,4.0,Deluxe,3.0,Married,3.0,1,3,0,Manager,10.098025846840004,6.0
1,54.0,Self Enquiry,3,3.4339872044851463,Salaried,4.0,Standard,5.0,Unmarried,8.0,1,3,1,Senior Manager,10.279386525042526,7.0
0,55.0,Self Enquiry,1,2.772588722239781,Salaried,4.0,Deluxe,3.0,Married,5.0,0,5,0,Manager,9.979290515951629,6.0
0,34.0,Company Invited,1,2.6390573296152584,Salaried,4.0,Deluxe,3.0,Married,3.0,0,5,1,Manager,10.112369894498068,5.0
0,44.0,Self Enquiry,1,2.8903717578961645,Salaried,4.0,Standard,3.0,Married,3.0,0,1,1,Senior Manager,10.173056569560982,3.0
0,39.0,Company Invited,2,1.9459101490553132,Salaried,4.0,Basic,4.0,Married,2.0,1,1,1,Executive,9.983637946718957,5.0
0,56.0,Self Enquiry,2,3.4965075614664802,Salaried,2.0,King,3.0,Married,6.0,1,5,1,VP,10.399231263877141,7.0
0,32.0,Self Enquiry,1,2.5649493574615367,Small Business,6.0,Basic,3.0,Married,3.0,1,5,1,Executive,9.893790689557264,4.0
0,40.0,Self Enquiry,3,3.091042453358316,Small Business,4.0,Super Deluxe,5.0,Unmarried,2.0,0,1,1,AVP,10.374084755582075,7.0
0,43.0,Company Invited,1,3.4011973816621555,Salaried,5.0,Deluxe,3.0,Unmarried,3.0,0,3,1,Manager,10.043684183029411,5.0
0,32.0,Company Invited,1,2.833213344056216,Small Business,4.0,Standard,3.0,Married,6.0,0,1,1,Senior Manager,10.299205309189412,5.0
0,55.0,Self Enquiry,1,2.833213344056216,Small Business,4.0,Deluxe,5.0,Unmarried,8.0,1,1,0,Manager,10.048366813854212,5.0
0,25.0,Self Enquiry,1,1.9459101490553132,Salaried,5.0,Deluxe,3.0,Unmarried,3.0,0,3,1,Manager,10.055994024250897,5.0
0,24.0,Self Enquiry,1,2.9444389791664403,Salaried,4.0,Basic,3.0,Unmarried,3.0,0,5,1,Executive,9.96763537235988,5.0
0,41.0,Company Invited,1,2.8903717578961645,Large Business,4.0,Deluxe,3.0,Married,3.0,0,3,1,Manager,10.12667110305036,6.0
0,41.0,Self Enquiry,3,2.1972245773362196,Small Business,4.0,Deluxe,4.0,Married,5.0,0,3,1,Manager,10.100492446240644,6.0
0,26.0,Self Enquiry,2,2.1972245773362196,Salaried,4.0,Basic,4.0,Married,6.0,0,4,0,Executive,9.945828393025653,4.0
0,31.0,Self Enquiry,1,1.9459101490553132,Small Business,4.0,Basic,4.0,Married,3.0,0,5,0,Executive,10.017976279020827,6.0
0,26.0,Self Enquiry,1,2.1972245773362196,Salaried,4.0,Basic,3.0,Married,8.0,1,5,0,Executive,10.028135857101239,4.0
0,48.0,Self Enquiry,1,3.4657359027997265,Small Business,4.0,Standard,3.0,Unmarried,4.0,0,3,1,Senior Manager,10.215044830421325,4.0
0,34.0,Company Invited,1,1.9459101490553132,Small Business,5.0,Basic,3.0,Married,3.0,0,3,0,Executive,9.93721242193775,4.0
0,39.0,Self Enquiry,3,1.9459101490553132,Salaried,4.0,Deluxe,4.0,Married,2.0,0,4,1,Manager,10.048366813854212,5.0
0,32.0,Self Enquiry,3,2.1972245773362196,Salaried,4.0,Basic,3.0,Married,2.0,0,4,1,Executive,9.987139125031739,4.0
0,39.0,Company Invited,1,2.5649493574615367,Salaried,5.0,Deluxe,3.0,Married,4.0,0,4,1,Manager,10.085767441795337,6.0
0,43.0,Self Enquiry,1,3.2188758248682006,Salaried,4.0,Deluxe,5.0,Married,8.0,1,1,0,Manager,10.08946907016157,4.0
0,42.0,Self Enquiry,1,1.9459101490553132,Salaried,4.0,Basic,3.0,Married,5.0,0,1,0,Executive,9.973946016184689,5.0
0,48.0,Company Invited,1,1.9459101490553132,Small Business,4.0,Standard,4.0,Married,2.0,0,5,0,Senior Manager,10.329898425159755,5.0
0,36.0,Self Enquiry,1,2.8903717578961645,Small Business,4.0,Basic,3.0,Married,2.0,1,5,0,Executive,9.968244799751407,4.0
0,23.0,Self Enquiry,1,1.9459101490553132,Salaried,4.0,Basic,3.0,Unmarried,2.0,0,3,0,Executive,10.001203926042198,7.0
0,36.0,Self Enquiry,1,2.772588722239781,Small Business,4.0,Deluxe,3.0,Unmarried,3.0,0,4,0,Manager,10.076431947517486,5.0
0,34.0,Self Enquiry,1,3.091042453358316,Small Business,4.0,Deluxe,3.0,Married,2.0,1,1,1,Manager,10.067135844064461,6.0
0,33.0,Self Enquiry,1,3.5263605246161616,Salaried,5.0,Basic,4.0,Unmarried,3.0,0,3,1,Executive,9.9765056452727,4.0
0,41.0,Self Enquiry,1,1.9459101490553132,Salaried,4.0,Basic,3.0,Married,2.0,0,1,0,Executive,9.956269737975097,4.0
0,33.0,Self Enquiry,3,1.9459101490553132,Small Business,5.0,Basic,4.0,Married,2.0,0,1,0,Executive,9.949750717005767,7.0
0,40.0,Self Enquiry,1,3.4339872044851463,Salaried,4.0,Deluxe,3.0,Unmarried,2.0,0,4,1,Manager,10.033901591258061,4.0
0,39.0,Self Enquiry,1,2.833213344056216,Small Business,6.0,Standard,3.0,Married,5.0,0,1,1,Senior Manager,10.369859595547814,5.0
0,33.0,Self Enquiry,3,1.9459101490553132,Small Business,4.0,Standard,3.0,Married,3.0,0,5,1,Senior Manager,10.278493453159584,4.0
0,38.0,Self Enquiry,1,2.833213344056216,Salaried,2.0,Standard,3.0,Married,3.0,1,1,0,Senior Manager,10.386592483701518,5.0
0,26.0,Self Enquiry,3,2.70805020110221,Salaried,4.0,Deluxe,3.0,Married,2.0,1,1,1,Manager,10.068366195718362,5.0
0,53.0,Company Invited,3,3.5263605246161616,Salaried,4.0,Basic,3.0,Married,4.0,0,1,1,Executive,10.00604414086122,5.0
0,45.0,Self Enquiry,1,1.9459101490553132,Small Business,4.0,Basic,3.0,Unmarried,8.0,1,4,0,Executive,9.95769160654964,5.0
0,22.0,Self Enquiry,3,2.4849066497880004,Small Business,4.0,Basic,5.0,Unmarried,3.0,1,1,1,Executive,9.955035814416705,4.0
0,40.0,Company Invited,1,2.772588722239781,Salaried,4.0,King,3.0,Unmarried,3.0,0,4,0,VP,10.399231263877141,5.0
1,24.0,Company Invited,3,2.772588722239781,Small Business,4.0,Basic,5.0,Married,3.0,0,5,1,Executive,9.926617969924983,4.0
0,37.0,Self Enquiry,3,2.302585092994046,Small Business,5.0,Standard,3.0,Married,2.0,0,3,1,Senior Manager,10.178160370394268,5.0
0,37.0,Company Invited,1,2.3978952727983707,Salaried,4.0,Deluxe,4.0,Married,2.0,0,3,1,Manager,10.077818939438902,6.0
0,57.0,Company Invited,1,1.9459101490553132,Salaried,4.0,Deluxe,3.0,Married,3.0,0,3,0,Manager,10.125990898962915,4.0
1,30.0,Self Enquiry,1,1.9459101490553132,Small Business,4.0,Basic,3.0,Married,2.0,1,3,1,Executive,10.063265228228518,4.0
0,43.0,Self Enquiry,1,2.1972245773362196,Salaried,4.0,King,3.0,Married,3.0,0,3,1,VP,10.399231263877141,5.0
1,57.0,Self Enquiry,1,2.6390573296152584,Large Business,4.0,Basic,3.0,Married,2.0,0,4,1,Executive,9.953086913027413,7.0
0,42.0,Self Enquiry,1,3.5263605246161616,Salaried,5.0,Super Deluxe,4.0,Married,2.0,0,5,1,AVP,10.381211304797002,5.0
0,35.0,Self Enquiry,3,3.5263605246161616,Small Business,5.0,Deluxe,3.0,Married,3.0,0,5,1,Manager,10.142110674698724,5.0
0,37.0,Company Invited,3,3.091042453358316,Small Business,6.0,Deluxe,3.0,Married,3.0,0,1,1,Manager,10.089302998584339,4.0
0,42.0,Self Enquiry,3,2.302585092994046,Salaried,5.0,Deluxe,4.0,Married,4.0,0,3,0,Manager,10.226150593883155,5.0
0,33.0,Self Enquiry,1,2.1972245773362196,Large Business,4.0,Basic,5.0,Unmarried,3.0,0,1,1,Executive,9.957833682276242,6.0
0,36.0,Self Enquiry,2,3.4965075614664802,Salaried,4.0,Standard,3.0,Unmarried,3.0,1,1,1,Senior Manager,10.22248658949386,4.0
0,39.0,Self Enquiry,3,2.833213344056216,Salaried,4.0,Deluxe,3.0,Married,3.0,0,4,0,Manager,10.086683726740743,7.0
1,51.0,Company Invited,3,1.9459101490553132,Salaried,4.0,Deluxe,3.0,Married,2.0,0,3,1,Manager,10.142740645583405,6.0
0,37.0,Self Enquiry,3,2.8903717578961645,Small Business,5.0,Deluxe,3.0,Married,6.0,0,1,1,Manager,10.13974474299572,6.0
0,46.0,Self Enquiry,3,3.295836866004329,Salaried,4.0,Deluxe,3.0,Unmarried,2.0,0,1,1,Manager,10.065946480233832,4.0
0,41.0,Self Enquiry,1,2.1972245773362196,Salaried,5.0,Basic,3.0,Unmarried,4.0,0,5,0,Executive,9.975203380077728,5.0
0,36.0,Company Invited,1,3.2188758248682006,Salaried,4.0,Deluxe,3.0,Married,3.0,1,3,1,Manager,10.100985036866753,5.0
0,41.0,Self Enquiry,1,2.1972245773362196,Small Business,4.0,Basic,3.0,Married,4.0,0,1,1,Executive,9.936873971553762,6.0
0,36.0,Self Enquiry,1,1.9459101490553132,Salaried,6.0,Basic,3.0,Married,3.0,0,3,0,Executive,9.982991653648726,6.0
0,30.0,Self Enquiry,1,2.995732273553991,Salaried,5.0,Deluxe,4.0,Married,6.0,1,4,1,Manager,10.030252353327626,4.0
0,30.0,Self Enquiry,1,3.5263605246161616,Small Business,5.0,Basic,5.0,Unmarried,3.0,0,1,0,Executive,10.019624790165171,6.0
1,51.0,Self Enquiry,3,3.5263605246161616,Small Business,5.0,Standard,5.0,Married,6.0,1,5,0,Senior Manager,10.293229700179056,4.0
0,40.0,Self Enquiry,3,3.4339872044851463,Small Business,5.0,Super Deluxe,3.0,Married,2.0,0,1,1,AVP,10.332311050221527,5.0
0,32.0,Company Invited,1,2.4849066497880004,Small Business,4.0,Deluxe,5.0,Unmarried,2.0,0,1,0,Manager,10.26165138752628,7.0
0,27.0,Self Enquiry,3,2.4849066497880004,Salaried,5.0,Basic,3.0,Unmarried,2.0,0,1,0,Executive,9.982483558762626,3.0
0,37.0,Company Invited,1,3.4011973816621555,Small Business,2.0,Deluxe,3.0,Married,6.0,0,3,0,Manager,9.964065114421732,4.0
0,40.0,Self Enquiry,1,2.5649493574615367,Small Business,5.0,Standard,5.0,Married,6.0,0,4,1,Senior Manager,10.26357167860395,4.0
0,28.0,Self Enquiry,1,2.3978952727983707,Salaried,2.0,Deluxe,4.0,Married,3.0,1,4,1,Manager,10.119405058758598,4.0
0,50.0,Company Invited,3,2.1972245773362196,Small Business,5.0,Deluxe,4.0,Married,4.0,0,3,1,Manager,10.088638436340242,7.0
0,35.0,Self Enquiry,1,2.70805020110221,Small Business,2.0,Deluxe,3.0,Married,4.0,0,3,0,Manager,10.046808371980351,5.0
1,42.0,Self Enquiry,3,1.9459101490553132,Salaried,4.0,Deluxe,3.0,Unmarried,2.0,1,4,0,Manager,10.113383743764707,7.0
0,50.0,Company Invited,1,2.70805020110221,Salaried,5.0,Deluxe,4.0,Married,3.0,0,1,0,Manager,10.077776937632818,5.0
1,38.0,Self Enquiry,1,2.1972245773362196,Salaried,5.0,Basic,3.0,Unmarried,8.0,1,3,0,Executive,9.941168619503816,7.0
0,34.0,Company Invited,1,2.302585092994046,Salaried,4.0,Basic,3.0,Married,3.0,1,1,1,Executive,9.979846560634877,5.0
0,28.0,Self Enquiry,1,2.1972245773362196,Small Business,4.0,Basic,4.0,Married,2.0,0,5,1,Executive,10.005412172258053,5.0
0,33.0,Company Invited,1,2.1972245773362196,Salaried,4.0,Basic,3.0,Unmarried,2.0,0,3,1,Executive,9.987185111557695,6.0
0,60.0,Self Enquiry,1,2.302585092994046,Small Business,2.0,Basic,5.0,Married,6.0,1,1,0,Executive,9.968713337453835,5.0
0,31.0,Self Enquiry,1,3.4339872044851463,Salaried,4.0,Basic,3.0,Married,3.0,0,3,1,Executive,9.969790141790192,7.0
0,39.0,Company Invited,1,3.4011973816621555,Salaried,5.0,Standard,3.0,Unmarried,2.0,0,3,1,Senior Manager,10.24721909083893,4.0
0,37.0,Self Enquiry,1,3.5263605246161616,Small Business,4.0,Deluxe,3.0,Married,8.0,0,3,0,Manager,10.082261156114397,5.0
0,36.0,Self Enquiry,1,3.1354942159291497,Small Business,2.0,Basic,4.0,Married,2.0,0,4,1,Executive,9.957217874957095,5.0
0,30.0,Self Enquiry,1,3.091042453358316,Salaried,5.0,Deluxe,3.0,Unmarried,2.0,1,1,1,Manager,10.037625011465359,5.0
0,32.0,Self Enquiry,1,3.4965075614664802,Salaried,4.0,Basic,3.0,Married,3.0,0,3,1,Executive,9.979939204696459,5.0
0,35.0,Self Enquiry,1,3.258096538021482,Small Business,4.0,Basic,3.0,Married,2.0,0,3,0,Executive,9.968291663401624,5.0
1,29.0,Self Enquiry,1,3.4339872044851463,Salaried,5.0,Basic,3.0,Unmarried,7.0,1,1,0,Executive,9.938178792326058,4.0
0,30.0,Self Enquiry,1,3.332204510175204,Salaried,2.0,Standard,5.0,Married,3.0,0,5,1,Senior Manager,10.263187915276548,5.0
0,33.0,Self Enquiry,1,2.4849066497880004,Salaried,2.0,Basic,4.0,Married,2.0,1,1,1,Executive,9.99770622777511,7.0
0,23.0,Company Invited,1,3.1354942159291497,Small Business,2.0,Basic,3.0,Married,3.0,1,3,0,Executive,9.981050264483919,7.0
0,54.0,Self Enquiry,3,2.1972245773362196,Salaried,5.0,Super Deluxe,3.0,Married,4.0,0,3,0,AVP,10.399231263877141,5.0
0,39.0,Self Enquiry,1,2.1972245773362196,Salaried,4.0,Basic,3.0,Unmarried,7.0,1,1,0,Executive,10.026678163091326,4.0
0,25.0,Company Invited,1,2.8903717578961645,Salaried,2.0,Deluxe,3.0,Married,2.0,0,5,0,Manager,10.029635504524139,6.0
1,37.0,Self Enquiry,3,2.772588722239781,Salaried,5.0,Basic,5.0,Unmarried,2.0,0,1,0,Executive,10.002653924030627,4.0
0,35.0,Self Enquiry,1,2.6390573296152584,Salaried,4.0,Standard,4.0,Unmarried,2.0,0,5,0,Senior Manager,10.331105465285425,4.0
0,22.0,Self Enquiry,1,3.091042453358316,Salaried,4.0,Basic,3.0,Unmarried,3.0,0,5,1,Executive,9.898977397058243,6.0
1,35.0,Self Enquiry,1,2.5649493574615367,Small Business,4.0,Basic,5.0,Unmarried,4.0,0,4,0,Executive,9.98220630724752,4.0
0,54.0,Self Enquiry,1,2.4849066497880004,Salaried,4.0,King,3.0,Married,3.0,0,4,1,VP,10.399231263877141,4.0
1,33.0,Company Invited,1,3.1354942159291497,Salaried,6.0,Basic,5.0,Unmarried,3.0,1,4,0,Executive,10.025572433086365,5.0
0,43.0,Self Enquiry,3,2.70805020110221,Small Business,4.0,Deluxe,4.0,Married,2.0,0,3,1,Manager,10.146551371285469,4.0
0,45.0,Self Enquiry,1,2.6390573296152584,Small Business,5.0,Standard,3.0,Married,5.0,0,4,0,Senior Manager,10.272496123633678,4.0
0,47.0,Self Enquiry,3,2.1972245773362196,Small Business,4.0,King,5.0,Unmarried,3.0,0,1,1,VP,10.399231263877141,5.0
0,34.0,Self Enquiry,1,2.1972245773362196,Small Business,4.0,Basic,3.0,Unmarried,6.0,0,3,0,Executive,9.960529292903326,7.0
0,45.0,Self Enquiry,1,2.833213344056216,Salaried,4.0,Deluxe,3.0,Married,4.0,1,3,0,Manager,10.132334806767016,5.0
0,31.0,Self Enquiry,1,2.772588722239781,Small Business,5.0,Basic,3.0,Unmarried,3.0,0,4,0,Executive,9.946738594530443,5.0
1,40.0,Self Enquiry,3,2.4849066497880004,Large Business,4.0,Deluxe,3.0,Married,5.0,0,1,0,Manager,9.94097599694712,4.0
1,25.0,Self Enquiry,1,1.9459101490553132,Small Business,4.0,Basic,3.0,Married,4.0,1,3,0,Executive,9.950895809931119,7.0
0,44.0,Self Enquiry,1,2.1972245773362196,Small Business,2.0,Basic,3.0,Married,3.0,0,1,1,Executive,9.967541581326234,7.0
